Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,928,419,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,946,417,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,696,3154,170,340,2,169.5,169.5,696.0,3239.0,0.7071067811865476,0.7071067811865476,0.0,120.20815280171308,
004,696,3154,169,169,2,95.0,43.0,733.5,3229.5,72.12489168102785,1.4142135623730951,36.062445840513924,41.71930009000631,
004,696,3324,170,170,2,95.0,43.0,733.5,3399.5,72.12489168102785,1.4142135623730951,36.062445840513924,41.71930009000631,
005,759,3370,44,44,1,48.0,48.0,759.0,3370.0,0.0,0.0,0.0,0.0,
005,708,3429,146,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
